x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA1_uH,DATA2_uH,DATA3_uH,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz,
22778,20.52100110054016,62.21490001678467,2.17761105621969,8.513342195480476,Infinity,Infinity,39843079,20150833,0,0,5.937081426382065,3.0027081072330475,0,0,
22779,20.694299936294556,62.21879994869232,2.177673254587144,8.513334590829254,Infinity,Infinity,39842510,20150842,0,0,5.936996638774872,3.002709448337555,0,0,
22780,20.678100109100342,62.14970004558563,2.1776524850644052,8.513334590829254,Infinity,Infinity,39842700,20150842,0,0,5.93702495098114,3.002709448337555,0,0,
22781,20.60319995880127,62.24529993534088,2.1776607928378446,8.513334590829254,Infinity,Infinity,39842624,20150842,0,0,5.937013626098633,3.002709448337555,0,0,
22782,20.61530101299286,62.10549998283386,2.177664946742392,8.513334590829254,Infinity,Infinity,39842586,20150842,0,0,5.937007963657379,3.002709448337555,0,0,
22783,20.63650095462799,62.139999985694885,2.1776545620033083,8.513339660595603,Infinity,Infinity,39842681,20150836,0,0,5.937022119760513,3.0027085542678833,0,0,
22784,20.545599937438965,62.167800068855286,2.1776670236991236,8.513342195480476,Infinity,Infinity,39842567,20150833,0,0,5.937005132436752,3.0027081072330475,0,0,
22785,20.64710009098053,62.109400033950806,2.1776711776215,8.513339660595603,Infinity,Infinity,39842529,20150836,0,0,5.936999469995499,3.0027085542678833,0,0,
22786,20.771798968315125,62.33929896354675,2.1776524850644052,8.513323606351028,Infinity,Infinity,39842700,20150855,0,0,5.93702495098114,3.00271138548851,0,0,
22787,20.696401000022888,62.049500942230225,2.1776670236991236,8.513342195480476,Infinity,Infinity,39842567,20150833,0,0,5.937005132436752,3.0027081072330475,0,0,
22788,20.640900015830994,62.17589998245239,2.177679485501907,8.513342195480476,Infinity,Infinity,39842453,20150833,0,0,5.936988145112991,3.0027081072330475,0,0,
