x,evmSampleDeltaMs,logDeltaMs,DATA0_uH,DATA1_uH,DATA2_uH,DATA3_uH,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz,
31471,205152.93809890747,205152.95159900188,2.6294730898619116,8.513234041398887,Infinity,Infinity,36258404,20150961,0,0,5.402923226356506,3.0027271807193756,0,0,
31472,18.01859998703003,54.101901054382324,2.6294841129937163,8.513239956021952,Infinity,Infinity,36258328,20150954,0,0,5.402911901473999,3.002726137638092,0,0,
31473,20.73140001296997,70.32620000839233,2.6294755555564295,8.513231506562319,Infinity,Infinity,36258387,20150964,0,0,5.402920693159103,3.0027276277542114,0,0,
31474,20.725599884986877,62.20139992237091,2.629485708452746,8.513239956021952,Infinity,Infinity,36258317,20150954,0,0,5.402910262346268,3.002726137638092,0,0,
31475,20.76810097694397,62.21330010890961,2.6294806319972377,8.51324249086229,Infinity,Infinity,36258352,20150951,0,0,5.4029154777526855,3.0027256906032562,0,0,
31476,20.697100162506104,62.03980004787445,2.6294841129937163,8.51324249086229,Infinity,Infinity,36258328,20150951,0,0,5.402911901473999,3.0027256906032562,0,0,
31477,20.67579996585846,62.15539991855621,2.6294830977023627,8.513231506562319,Infinity,Infinity,36258335,20150964,0,0,5.402912944555283,3.0027276277542114,0,0,
31478,20.763800024986267,62.27970004081726,2.6294781662955797,8.513234041398887,Infinity,Infinity,36258369,20150961,0,0,5.4029180109500885,3.0027271807193756,0,0,
31479,20.85389995574951,62.299099922180176,2.6294816472871627,8.513231506562319,Infinity,Infinity,36258345,20150964,0,0,5.402914434671402,3.0027276277542114,0,0,
31480,20.657400012016296,61.98790001869202,2.6294806319972377,8.513231506562319,Infinity,Infinity,36258352,20150964,0,0,5.4029154777526855,3.0027276277542114,0,0,
31481,20.62849998474121,62.163400053977966,2.6294765708434147,8.513234041398887,Infinity,Infinity,36258380,20150961,0,0,5.40291965007782,3.0027271807193756,0,0,
31482,20.653500080108643,62.1797000169754,2.6294730898619116,8.513226436892575,Infinity,Infinity,36258404,20150970,0,0,5.402923226356506,3.002728521823883,0,0,
31483,20.52240002155304,62.2389999628067,2.6294730898619116,8.513231506562319,Infinity,Infinity,36258404,20150964,0,0,5.402923226356506,3.0027276277542114,0,0,
31484,20.096899032592773,62.18399906158447,2.6294730898619116,8.513234041398887,Infinity,Infinity,36258404,20150961,0,0,5.402923226356506,3.0027271807193756,0,0,
31485,20.763100028038025,62.23050093650818,2.6294781662955797,8.513226436892575,Infinity,Infinity,36258369,20150970,0,0,5.4029180109500885,3.002728521823883,0,0,
31486,21.215100049972534,62.689900040626526,2.6294681584832826,8.513234041398887,Infinity,Infinity,36258438,20150961,0,0,5.402928292751312,3.0027271807193756,0,0,
31487,20.70720100402832,61.670599937438965,2.6294765708434147,8.513226436892575,Infinity,Infinity,36258380,20150970,0,0,5.40291965007782,3.002728521823883,0,0,
31488,20.716699957847595,62.285199999809265,2.6294755555564295,8.513239956021952,Infinity,Infinity,36258387,20150954,0,0,5.402920693159103,3.002726137638092,0,0,
31489,20.69249999523163,62.10699999332428,2.629470624170864,8.513226436892575,Infinity,Infinity,36258421,20150970,0,0,5.402925759553909,3.002728521823883,0,0,
31490,20.708200097084045,62.21720004081726,2.6294781662955797,8.513239956021952,Infinity,Infinity,36258369,20150954,0,0,5.4029180109500885,3.002726137638092,0,0,
31491,20.78189992904663,62.196799993515015,2.6294730898619116,8.513231506562319,Infinity,Infinity,36258404,20150964,0,0,5.402923226356506,3.0027276277542114,0,0,
31492,20.964200854301453,62.5129998922348,2.629464532478436,8.513239956021952,Infinity,Infinity,36258463,20150954,0,0,5.402932018041611,3.002726137638092,0,0,
31493,20.76919996738434,67.68950009346008,2.629464532478436,8.51324249086229,Infinity,Infinity,36258463,20150951,0,0,5.402932018041611,3.0027256906032562,0,0,
31494,20.82009994983673,61.82199990749359,2.6294730898619116,8.513226436892575,Infinity,Infinity,36258404,20150970,0,0,5.402923226356506,3.002728521823883,0,0,
31495,21.105300068855286,62.33060014247894,2.6294681584832826,8.513226436892575,Infinity,Infinity,36258438,20150970,0,0,5.402928292751312,3.002728521823883,0,0,
31496,20.730000019073486,61.803500056266785,2.629470624170864,8.513226436892575,Infinity,Infinity,36258421,20150970,0,0,5.402925759553909,3.002728521823883,0,0,
31497,20.74150002002716,62.17559993267059,2.6294806319972377,8.513239956021952,Infinity,Infinity,36258352,20150954,0,0,5.4029154777526855,3.002726137638092,0,0,
31498,20.733199954032898,62.10769999027252,2.6294830977023627,8.513239956021952,Infinity,Infinity,36258335,20150954,0,0,5.402912944555283,3.002726137638092,0,0,
31499,20.6317001581192,62.16770005226135,2.629470624170864,8.513234041398887,Infinity,Infinity,36258421,20150961,0,0,5.402925759553909,3.0027271807193756,0,0,
31500,20.780200004577637,62.18929994106293,2.6294746853109094,8.51324249086229,Infinity,Infinity,36258393,20150951,0,0,5.402921587228775,3.0027256906032562,0,0,
31501,20.77079999446869,62.316399931907654,2.6294841129937163,8.513234041398887,Infinity,Infinity,36258328,20150961,0,0,5.402911901473999,3.0027271807193756,0,0,
31502,15.335899949073792,56.68470001220703,2.629465547759037,8.513250095390113,Infinity,Infinity,36258456,20150942,0,0,5.402930974960327,3.002724349498749,0,0,
31503,18.973899841308594,68.00399994850159,2.629464532478436,8.513234041398887,Infinity,Infinity,36258463,20150961,0,0,5.402932018041611,3.0027271807193756,0,0,
